pmid	year	journal	author	title	queries	pubtype
34844838	2022	Eur J Cancer	Peralta-Arrieta I	Failure to EGFR-TKI-based therapy and tumoural progression are promoted by MEOX2/GLI1-mediated epigenetic regulation of EGFR in the human lung cancer.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
35290801	2022	Cell	Dhainaut M	Spatial CRISPR genomics identifies regulators of the tumor microenvironment.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35094009	2022	Oncogene	Bharathy N	SMARCA4 biology in alveolar rhabdomyosarcoma.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35229640	2022	mBio	Poston D	VPS29 Exerts Opposing Effects on Endocytic Viral Entry.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35438505	2022	Environ Sci Technol	Tian M	Toxicological Mechanism of Individual Susceptibility to Formaldehyde-Induced Respiratory Effects.	P7_perturbseq	Journal Article;Research Support, Non-U.S. Gov't
35667246	2022	Redox Biol	Jiang C	A CRISPR screen identifies redox vulnerabilities for KEAP1/NRF2 mutant non-small cell lung cancer.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34998241	2022	EBioMedicine	Fink-Baldauf IM	CRISPRi links COVID-19 GWAS loci to LZTFL1 and RAVER1.	P7_perturbseq	Journal Article
36137002	2022	PLoS Biol	Bennett NK	Primary and metastatic tumors exhibit systems-level differences in dependence on mitochondrial respiratory function.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
36121125	2022	EMBO J	Sun D	SOX9 maintains human foetal lung tip progenitor state by enhancing WNT and RTK signalling.	P7_perturbseq	Journal Article;Research Support, Non-U.S. Gov't
36291176	2022	Cells	Kobayashi Y	Genomic Amplification of UBQLN4 Is a Prognostic and Treatment Resistance Factor.	P7_perturbseq	Journal Article;Research Support, Non-U.S. Gov't
35058622	2022	Nat Biotechnol	Ursu O	Massively parallel phenotyping of coding variants in cancer with Perturb-seq.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35351890	2022	Nat Commun	Gogleva A	Knowledge graph-based recommendation framework identifies drivers of resistance in EGFR mutant non-small cell lung cancer.	P7_perturbseq	Journal Article
35502904	2022	mBio	Liu J	Genome-Wide Knockout Screen Identifies Human Sialomucin CD164 as an Essential Entry Factor for Lymphocytic Choriomeningitis Virus.	P7_perturbseq	Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural
36405350	2022	Cell Surf	Madduri BTSA	Enhanced immunogenicity of Mycobacterium bovis BCG through CRISPRi mediated depletion of AftC.	P7_perturbseq	Journal Article
35027731	2022	Nat Cell Biol	Samelson AJ	BRD2 inhibition blocks SARS-CoV-2 infection by reducing transcription of the host cell receptor ACE2.	P7_perturbseq	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
37088775	2022	Zhongguo Ying Yong Sheng Li Xue Za Zhi	Liu K	[Down-regulation of MDR1 gene expression by CRISPRi to enhance the sensitivity of lung adenocarcinoma A549/DDP cells to cisplatin].	P7_perturbseq	English Abstract;Journal Article
34074205	2022	Autophagy	Dahabieh MS	Silencing PEX26 as an unconventional mode to kill drug-resistant cancer cells and forestall drug resistance.	P7_perturbseq	Journal Article
35794066	2022	Redox Biol	Jiang C	Corrigendum to "A CRISPR screen identifies redox vulnerabilities for KEAP1/NRF2 mutant non-small cell lung cancer" [Redox Biol. 54 (2022) 102358].	P7_perturbseq	Published Erratum
36324561	2022	Dose Response	Sun Z	Differentially Expressed mRNAs and Potential Mechanisms of Radiation-Induced TUT4(-/-) Esophageal Cell Injury.	P8_tf_perturb_rna	Journal Article
34718550	2022	Genetics	Colabardini AC	Heterogeneity in the transcriptional response of the human pathogen Aspergillus fumigatus to the antifungal agent caspofungin.	P8_tf_perturb_rna	Journal Article;Research Support, N.I.H., Extramural
35337019	2022	Viruses	May DG	A BioID-Derived Proximity Interactome for SARS-CoV-2 Proteins.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34922010	2022	Mol Cell Proteomics	Christopher JA	Subcellular Transcriptomics and Proteomics: A Comparative Methods Review.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't;Review
35677070	2022	Res Sq	Zhou Y	A comprehensive SARS-CoV-2-human protein-protein interactome network identifies pathobiology and host-targeting therapies for COVID-19.	P9_lung_ppi	Preprint;Journal Article
35512709	2022	Mol Cell	Raj N	The Mettl3 epitranscriptomic writer amplifies p53 stress responses.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35205210	2022	Genes (Basel)	Kim BH	Splicing Variants, Protein-Protein Interactions, and Drug Targeting in Hutchinson-Gilford Progeria Syndrome and Small Cell Lung Cancer.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't;Review
36094311	2022	Microbiol Spectr	Jiang C	TurboID Screening of the OmpP2 Protein Reveals Host Proteins Involved in Recognition and Phagocytosis of Glaesserella parasuis by iPAM Cells.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
35477000	2022	Cell Rep	Labeau A	Characterization and functional interrogation of the SARS-CoV-2 RNA interactome.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
35398242	2022	J Ethnopharmacol	Amran N	Differential proteome and functional analysis of NSCLC cell lines in response to Tualang honey treatment.	P9_lung_ppi	Journal Article
35595168	2022	J Mol Biol	Badr H	Proteomic Characterization of a Candidate Polygenic Driver of Metabolism in Non-small Cell Lung Cancer.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
34618999	2022	Mol Oncol	Wang W	USP35 mitigates endoplasmic reticulum stress-induced apoptosis by stabilizing RRBP1 in non-small cell lung cancer.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
35599981	2022	Pulm Circ	Alba GA	Pulmonary endothelial NEDD9 and the prothrombotic pathophenotype of acute respiratory distress syndrome due to SARS-CoV-2 infection.	P9_lung_ppi	Journal Article
36551595	2022	Cancers (Basel)	Rajagopal V	Proteome-Wide Identification of RNA-Dependent Proteins in Lung Cancer Cells.	P9_lung_ppi	Journal Article
36026437	2022	PLoS Biol	Gong Y	HypDB: A functionally annotated web-based database of the proline hydroxylation proteome.	P9_lung_ppi	Journal Article
36567903	2022	Biomed Res Int	Zhu L	USP2 Inhibits Lung Cancer Pathogenesis by Reducing ARID2 Protein Degradation via Ubiquitination.	P9_lung_ppi	Journal Article
35672403	2022	Sci Rep	Ortega-Bernal D	An approach to cellular tropism of SARS-CoV-2 through protein-protein interaction and enrichment analysis.	P9_lung_ppi	Journal Article
35149839	2022	Oncogene	Hong SY	Stabilization of AURKA by the E3 ubiquitin ligase CBLC in lung adenocarcinoma.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
35577504	2022	J Immunother Cancer	Zhu L	Albendazole induces immunotherapy response by facilitating ubiquitin-mediated PD-L1 degradation.	P9_lung_ppi	Journal Article
36268014	2022	Front Immunol	Tang XY	Dual immunological and proliferative regulation of immune checkpoint FGL1 in lung adenocarcinoma: The pivotal role of the YY1-FGL1-MYH9 axis.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
35462760	2022	PeerJ	Jeong KT	Association of heat shock protein 8 with atopic march in a murine experimental model.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
35744954	2022	Molecules	Alvarez MRS	An Integrated Mass Spectrometry-Based Glycomics-Driven Glycoproteomics Analytical Platform to Functionally Characterize Glycosylation Inhibitors.	P9_lung_ppi	Journal Article
36496997	2022	Cells	Wan H	LINC00491 Facilitates Tumor Progression of Lung Adenocarcinoma via Wnt/β-Catenin-Signaling Pathway by Regulating MTSS1 Ubiquitination.	P9_lung_ppi	Journal Article
36386126	2022	Front Pharmacol	Zuo B	Yiqi Huayu decoction alleviates bleomycin-induced pulmonary fibrosis in rats by inhibiting senescence.	P9_lung_ppi	Journal Article
35022314	2022	Mol Cancer Res	Majumder A	Integrated Proteomics-Based Physical and Functional Mapping of AXL Kinase Signaling Pathways and Inhibitors Define Its Role in Cell Migration.	P9_lung_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
36225252	2022	Front Mol Biosci	Iacobucci I	Spike S1 domain interactome in non-pulmonary systems: A role beyond the receptor recognition.	P9_lung_ppi	Journal Article
35210754	2022	Drug Des Devel Ther	Liu D	Network Pharmacology and Experimental Verification to Explore the Potential Mechanism of Yin-Huo-Tang for Lung Adenocarcinoma Recurrence.	P9_lung_ppi	Journal Article
35728279	2022	Biochem Biophys Res Commun	Kaushik A	2D-DIGE based urinary proteomics and functional enrichment studies to reveal novel Mycobacterium tuberculosis and human protein biomarker candidates for pulmonary tuberculosis.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
35563422	2022	Int J Mol Sci	Velázquez-Enríquez JM	Proteomic Analysis Reveals Differential Expression Profiles in Idiopathic Pulmonary Fibrosis Cell Lines.	P9_lung_ppi	Journal Article
35301141	2022	J Proteomics	Zhang X	Dynamic EGFR interactomes reveal differential association of signaling modules with wildtype and Exon19-del EGFR in NSCLC cell lines.	P9_lung_ppi	Journal Article
35014587	2022	Toxicol Mech Methods	Li R	Proteomic characteristics of PM(2.5)-induced differentially expressed proteins in k-ras-silenced HBE cells.	P9_lung_ppi	Journal Article
35693605	2022	J Thorac Dis	Xing B	Molecular clustering based on gene set expression and its relationship with prognosis in patients with lung adenocarcinoma.	P9_lung_ppi	Journal Article
35985690	2022	Cancer Genomics Proteomics	Thongsom S	Analysis of Protein-Protein Interactions Identifies NECTIN2 as a Target of N,N-Bis (5-Ethyl-2-hydroxybenzyl) Methylamine for Inhibition of Lung Cancer Metastasis.	P9_lung_ppi	Journal Article
36209117	2022	J Exp Clin Cancer Res	Gao J	Exosomal circZNF451 restrains anti-PD1 treatment in lung adenocarcinoma via polarizing macrophages by complexing with TRIM56 and FXR1.	P9_lung_ppi	Journal Article
36387401	2022	Front Vet Sci	Tang J	ITRAQ-based quantitative proteomics analysis of forest musk deer with pneumonia.	P9_lung_ppi	Journal Article
35533462	2022	Comput Biol Med	Eskandarzade N	Network for network concept offers new insights into host- SARS-CoV-2 protein interactions and potential novel targets for developing antiviral drugs.	P9_lung_ppi	Journal Article;Review
36341346	2022	Front Immunol	Wang H	Proteomic and phosphorylated proteomic landscape of injured lung in juvenile septic rats with therapeutic application of umbilical cord mesenchymal stem cells.	P9_lung_ppi	Journal Article;Research Support, Non-U.S. Gov't
36046620	2022	Cell Rep Methods	Sharifi Tabar M	Illuminating the dark protein-protein interactome.	P10_global_ppi	Journal Article;Review;Research Support, Non-U.S. Gov't
35113472	2022	Int J Cancer	Sharifi Tabar M	Mapping oncogenic protein interactions for precision medicine.	P10_global_ppi	Journal Article;Review;Research Support, Non-U.S. Gov't
36115835	2022	Nat Commun	Gogl G	Quantitative fragmentomics allow affinity mapping of interactomes.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
35384245	2022	EMBO Rep	Salokas K	Physical and functional interactome atlas of human receptor tyrosine kinases.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
35831314	2022	Nat Commun	Havugimana PC	Scalable multiplex co-fractionation/mass spectrometry platform for accelerated protein interactome discovery.	P10_global_ppi	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34624295	2022	J Mol Biol	Yu C	Distinctive Network Topology of Phase-Separated Proteins in Human Interactome.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
35816513	2022	PLoS Pathog	Fu M	A protein-protein interaction map reveals that the Coxiella burnetii effector CirB inhibits host proteasome activity.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
36361590	2022	Int J Mol Sci	Selicky T	Defining the Functional Interactome of Spliceosome-Associated G-Patch Protein Gpl1 in the Fission Yeast Schizosaccharomyces pombe.	P10_global_ppi	Journal Article
36472030	2022	Zhongguo Zhong Yao Za Zhi	He TY	[Identification of chemical components based on UPLC-Q-TOF-MS/MS and network pharmacology of Zhuru Decoction].	P10_global_ppi	English Abstract;Journal Article
35864295	2022	Sci Rep	Yuan J	Systematic characterization of the components and molecular mechanisms of Jinshui Huanxian granules using UPLC-Orbitrap Fusion MS integrated with network pharmacology.	P10_global_ppi	Journal Article;Research Support, Non-U.S. Gov't
35708349	2022	Development	Yang X	A PDX1 cistrome and single-cell transcriptome resource of the developing pancreas.	P11_catalogs	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34751401	2022	Nucleic Acids Res	Hammal F	ReMap 2022: a database of Human, Mouse, Drosophila and Arabidopsis regulatory regions from an integrative analysis of DNA-binding sequencing experiments.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
36110576	2022	Comput Math Methods Med	Hu S	Expression and the Prognostic Value of Biglycan in Gastric Cancer.	P11_catalogs	Journal Article
35782725	2022	Comput Struct Biotechnol J	Wang X	DESSO-DB: A web database for sequence and shape motif analyses and identification.	P11_catalogs	Journal Article
35294900	2022	Neuron	Mague SD	Brain-wide electrical dynamics encode individual appetitive social behavior.	P11_catalogs	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
36394327	2022	Appl Environ Microbiol	Mann E	Human Gut Metagenomes Encode Diverse GH156 Sialidases.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
35142289	2022	Elife	Lu Q	A neural network model of when to retrieve and encode episodic memories.	P11_catalogs	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.
35886000	2022	Genes (Basel)	Harshan S	Altered Transcriptional Regulation of Glycolysis in Circulating CD8(+) T Cells of Rheumatoid Arthritis Patients.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
36221049	2022	BMC Bioinformatics	Zhou R	Novel six-gene prognostic signature based on colon adenocarcinoma immune-related genes.	P11_catalogs	Journal Article
35421860	2022	Cerebrovasc Dis	Dong C	Curcumin Attenuates Hydrocephalus via Activation of E2F Transcription Factor 4.	P11_catalogs	Journal Article
35325188	2022	Nucleic Acids Res	Zou Z	ChIP-Atlas 2021 update: a data-mining suite for exploring epigenomic landscapes by fully integrating ChIP-seq, ATAC-seq and Bisulfite-seq data.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
35908202	2022	J Cell Physiol	Hirata H	A novel role of helix-loop-helix transcriptional factor Bhlhe40 in osteoclast activation.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
35671296	2022	PLoS Comput Biol	Huang T	Identification of upstream transcription factor binding sites in orthologous genes using mixed Student's t-test statistics.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
35891648	2022	PeerJ	Zhang M	Identification and validation of immune related core transcription factors GTF2I in NAFLD.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
36061801	2022	Front Plant Sci	Lavrekha VV	CisCross: A gene list enrichment analysis to predict upstream regulators in Arabidopsis thaliana.	P11_catalogs	Journal Article
35872983	2022	Front Endocrinol (Lausanne)	Song D	ERα and ERβ Homodimers in the Same Cellular Context Regulate Distinct Transcriptomes and Functions.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
