pmid	year	journal	author	title	queries	pubtype
34192561	2021	Immunol Lett	Meng FJ	Downregulation of DNMT3a expression by RNAi and its effect on NF-κBs expression of thymic epithelial cells.	P11_catalogs	Comparative Study;Journal Article;Research Support, Non-U.S. Gov't
34658341	2021	Nan Fang Yi Ke Da Xue Xue Bao	Zhou L	[Expression characteristics and functional analysis of ELK3 in gastric cancer].	P11_catalogs	Journal Article
33462573	2021	Mol Omics	Feng H	Identification of core miRNAs and regulatory pathways in breast cancer by integrated bioinformatics analysis.	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't
34368371	2021	J Immunol Res	Zhang Z	A Novel Immune-Related lncRNA-Based Model for Survival Prediction in Clear Cell Renal Cell Carcinoma.	P11_catalogs	Journal Article
33987034	2021	PeerJ	Ren C	Comprehensive analysis based on DNA methylation and RNA-seq reveals hypermethylation of the up-regulated WT1 gene with potential mechanisms in PAM50 subtypes of breast cancer.	P11_catalogs	Journal Article
34367349	2021	Beilstein J Org Chem	Groth T	A systems-based framework to computationally describe putative transcription factors and signaling pathways regulating glycan biosynthesis.	P11_catalogs	Journal Article
33748270	2021	Biomed Res Int	Cao M	DUOX2 As a Potential Prognostic Marker which Promotes Cell Motility and Proliferation in Pancreatic Cancer.	P11_catalogs	Journal Article
34807701	2021	J Comp Psychol	Johnston AM	How do communicative cues shape the way that dogs (Canis familiaris) encode objects?	P11_catalogs	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
34621746	2021	Front Cell Dev Biol	Wang Q	The Expression and Prognostic Value of SUMO1-Activating Enzyme Subunit 1 and Its Potential Mechanism in Triple-Negative Breast Cancer.	P11_catalogs	Journal Article
33894768	2021	BMC Med Genomics	Poppenberg KE	Broadening our understanding of genetic risk for scleroderma/systemic sclerosis by querying the chromatin architecture surrounding the risk haplotypes.	P11_catalogs	Journal Article
33604455	2021	Wellcome Open Res	Aryal D	Operationalisation of the Randomized Embedded Multifactorial Adaptive Platform for COVID-19 trials in a low and lower-middle income critical care learning health system.	P11_catalogs	Journal Article
33415696	2021	J Cell Commun Signal	Kaur S	Differential intolerance to loss of function and missense mutations in genes that encode human matricellular proteins.	P11_catalogs	Journal Article
32991738	2021	J Pathol	Liu A	Overexpression of the SARS-CoV-2 receptor ACE2 is induced by cigarette smoke in bronchial and alveolar epithelia.	P12_mouse_lung_chip	Journal Article;Research Support, Non-U.S. Gov't
33919055	2021	Antioxidants (Basel)	Wall SB	Auranofin-Mediated NRF2 Induction Attenuates Interleukin 1 Beta Expression in Alveolar Macrophages.	P12_mouse_lung_chip	Journal Article
33650826	2021	Cell J	Oveisi A	Ovulation Induction Changes Epigenetic Marks of Imprinting Genes in Mice Fetus Organs.	P12_mouse_lung_chip	Journal Article
34305888	2021	Front Immunol	Yang J	Identification of the SARS-CoV-2 Entry Receptor ACE2 as a Direct Target for Transcriptional Repression by Miz1.	P12_mouse_lung_chip	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
33980319	2021	Cell Biosci	Zhou J	The YAP/HIF-1α/miR-182/EGR2 axis is implicated in asthma severity through the control of Th17 cell differentiation.	P12_mouse_lung_chip	Journal Article
33870128	2021	iScience	Drashansky TT	BCL11B is positioned upstream of PLZF and RORγt to control thymic development of mucosal-associated invariant T cells and MAIT17 program.	P12_mouse_lung_chip	Journal Article
33941868	2021	Lab Invest	Liu B	Potential role for EZH2 in promotion of asthma through suppression of miR-34b transcription by inhibition of FOXO3.	P12_mouse_lung_chip	Journal Article
33297121	2021	Chemosphere	Huang R	The p53/RMRP/miR122 signaling loop promotes epithelial-mesenchymal transition during the development of silica-induced lung fibrosis by activating the notch pathway.	P12_mouse_lung_chip	Journal Article
34093857	2021	Theranostics	Xun J	Cancer-derived exosomal miR-138-5p modulates polarization of tumor-associated macrophages through inhibition of KDM6B.	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
34461944	2021	Cell Commun Signal	Li J	Aiduqing formula inhibits breast cancer metastasis by suppressing TAM/CXCL1-induced Treg differentiation and infiltration.	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
34384787	2021	J Lipid Res	Perie L	The forkhead box transcription factor FoxP4 regulates thermogenic programs in adipocytes.	P13_lung_immune_chip	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
33461544	2021	Cancer Cell Int	Li C	Hypoxia-induced Tie1 drives stemness and cisplatin resistance in non-small cell lung carcinoma cells.	P13_lung_immune_chip	Journal Article
34698450	2021	J Cell Mol Med	Han XJ	HIF-1α promotes the proliferation and migration of pulmonary arterial smooth muscle cells via activation of Cx43.	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
34298860	2021	Int J Mol Sci	Korbolina EE	A Panel of rSNPs Demonstrating Allelic Asymmetry in Both ChIP-seq and RNA-seq Data and the Search for Their Phenotypic Outcomes through Analysis of DEGs.	P13_lung_immune_chip	Journal Article
34477002	2021	Hum Exp Toxicol	Mao G	Exosome-derived miR-2682-5p suppresses cell viability and migration by HDAC1-silence-mediated upregulation of ADH1A in non-small cell lung cancer.	P13_lung_immune_chip	Journal Article
32712329	2021	J Allergy Clin Immunol	Xia L	lnc-BAZ2B promotes M2 macrophage activation and inflammation in children with asthma through stabilizing BAZ2B pre-mRNA.	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
34093869	2021	Theranostics	Kuo IY	Converged Rab37/IL-6 trafficking and STAT3/PD-1 transcription axes elicit an immunosuppressive lung tumor microenvironment.	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
33567502	2021	Int J Mol Sci	Hung CH	Acrylamide Induces Mitophagy and Alters Macrophage Phenotype via Reactive Oxygen Species Generation.	P13_lung_immune_chip	Journal Article
33475136	2021	J Mol Cell Biol	Wang X	Testosterone attenuates pulmonary epithelial inflammation in male rats of COPD model through preventing NRF1-derived NF-κB signaling.	P13_lung_immune_chip	Journal Article;Research Support, Non-U.S. Gov't
34950652	2021	Front Cell Dev Biol	Wang Y	NF-κB/p65 Competes With Peroxisome Proliferator-Activated Receptor Gamma for Transient Receptor Potential Channel 6 in Hypoxia-Induced Human Pulmonary Arterial Smooth Muscle Cells.	P13_lung_immune_chip	Journal Article
34017833	2021	Front Cell Dev Biol	Xia S	FOXC2 Autoregulates Its Expression in the Pulmonary Endothelium After Endotoxin Stimulation in a Histone Acetylation-Dependent Manner.	P13_lung_immune_chip	Journal Article
33721432	2021	J BUON	Liu B	CLK2 promotes occurrence and development of non-small cell lung cancer.	P14_variant_tf_binding	Journal Article
33732373	2021	Oncol Lett	Wang G	FAM83A and FAM83A-AS1 both play oncogenic roles in lung adenocarcinoma.	P14_variant_tf_binding	Journal Article
32778770	2021	Cancer Gene Ther	Lu M	circRACGAP1 promotes non-small cell lung cancer proliferation by regulating miR-144-5p/CDKL1 signaling pathway.	P14_variant_tf_binding	Journal Article
34645486	2021	J Exp Clin Cancer Res	Wang R	An SETD1A/Wnt/β-catenin feedback loop promotes NSCLC development.	P14_variant_tf_binding	Journal Article
34253104	2021	Technol Cancer Res Treat	Wang R	LINC00942 Promotes Tumor Proliferation and Metastasis in Lung Adenocarcinoma via FZD1 Upregulation.	P14_variant_tf_binding	Journal Article
32853398	2021	J Cell Physiol	Guo Q	miR-130b-3p regulates M1 macrophage polarization via targeting IRF1.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
34164581	2021	Open Med (Wars)	Jin X	circ_0038467 promotes PM2.5-induced bronchial epithelial cell dysfunction.	P14_variant_tf_binding	Journal Article
34723712	2021	Technol Cancer Res Treat	Zhu K	miR-9-5p Promotes Lung Adenocarcinoma Cell Proliferation, Migration and Invasion by Targeting ID4.	P14_variant_tf_binding	Journal Article
33455522	2021	Technol Cancer Res Treat	Wu X	MiR-196b Promotes the Invasion and Migration of Lung Adenocarcinoma Cells by Targeting AQP4.	P14_variant_tf_binding	Journal Article
32534959	2021	J Cyst Fibros	Chillappagari S	Defective BACH1/HO-1 regulatory circuits in cystic fibrosis bronchial epithelial cells.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
34434273	2021	Exp Ther Med	Zhao X	MicroRNA-139-5p improves sepsis-induced lung injury by targeting Rho-kinase1.	P14_variant_tf_binding	Journal Article
34849607	2021	Carcinogenesis	Donnelly LL	Functional assessment of somatic STK11 variants identified in primary human non-small cell lung cancers.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
33952808	2021	Int Heart J	Wang TM	SOX17 Loss-of-Function Mutation Underlying Familial Pulmonary Arterial Hypertension.	P14_variant_tf_binding	Journal Article
34630705	2021	Oncol Lett	Wang J	Knockdown of lncRNA NUTM2A-AS1 inhibits lung adenocarcinoma cell viability by regulating the miR-590-5p/METTL3 axis.	P14_variant_tf_binding	Journal Article;Retracted Publication
33125611	2021	Mol Cell Biochem	Han J	MicroRNA-20a-5p suppresses tumor angiogenesis of non-small cell lung cancer through RRM2-mediated PI3K/Akt signaling pathway.	P14_variant_tf_binding	Journal Article
34239033	2021	Lab Invest	Lv X	lncRNA NEAT1 aggravates sepsis-induced lung injury by regulating the miR-27a/PTEN axis.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
34722753	2021	Int J Genomics	Wang W	circ_0002346 Suppresses Non-Small-Cell Lung Cancer Progression Depending on the Regulation of the miR-582-3p/STXBP6 Axis.	P14_variant_tf_binding	Journal Article
33596983	2021	J Exp Clin Cancer Res	Wang L	Long non-coding RNA MAPKAPK5-AS1/PLAGL2/HIF-1α signaling loop promotes hepatocellular carcinoma progression.	P14_variant_tf_binding	Journal Article
33355622	2021	Acta Biochim Biophys Sin (Shanghai)	Wu H	miR-338-5p inhibits cell growth and migration via inhibition of the METTL3/m6A/c-Myc pathway in lung cancer.	P14_variant_tf_binding	Journal Article
34017248	2021	Front Pharmacol	Zhu X	MiR-19a-3p Suppresses M1 Macrophage Polarization by Inhibiting STAT1/IRF1 Pathway.	P14_variant_tf_binding	Journal Article
33889514	2021	Transl Lung Cancer Res	Li X	Tumor-associated macrophages secret exosomal miR-155 and miR-196a-5p to promote metastasis of non-small-cell lung cancer.	P14_variant_tf_binding	Journal Article
37304672	2021	Oncol Res	Sun L	Long noncoding RNA LINC01124 activates hepatocellular carcinoma cell proliferation, migration, and invasion by absorbing microRNA-1247-5p and overexpressing FOXO3.	P14_variant_tf_binding	Journal Article
34448644	2021	Autoimmunity	Duan XJ	LncRNA NEAT1 regulates MMP-16 by targeting miR-200a/b to aggravate inflammation in asthma.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
34245091	2021	J Cell Mol Med	Song R	LncRNA PAXIP1-AS1 fosters the pathogenesis of pulmonary arterial hypertension via ETS1/WIPF1/RhoA axis.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
33502949	2021	Am J Physiol Cell Physiol	Guo YP	Suppression of lncRNA HOTAIR alleviates RCC angiogenesis through regulating miR-126/EGFL7 axis.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
33913391	2021	Sci Prog	Liu M	MiR-326 mediates malignant biological behaviors of lung adenocarcinoma by targeting ZEB1.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
34733371	2021	Oncol Lett	Guo H	lncRNA FOXD3-AS1 promotes the progression of non-small cell lung cancer by regulating the miR-135a-5p/CDK6 axis.	P14_variant_tf_binding	Journal Article
34404435	2021	J Transl Med	Wu X	Fibroblast growth factor 11 (FGF11) promotes non-small cell lung cancer (NSCLC) progression by regulating hypoxia signaling pathway.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
34403779	2021	Pulm Pharmacol Ther	Xiao S	Long non-coding RNA LINC01224 promotes progression and cisplatin resistance in non-small lung cancer by sponging miR-2467.	P14_variant_tf_binding	Journal Article;Research Support, Non-U.S. Gov't
34966541	2021	Pulm Circ	Sitapara R	Phosphoproteomic analysis of lung tissue from patients with pulmonary arterial hypertension.	P14_variant_tf_binding	Journal Article
33688010	2021	mBio	Reuwsaat JCV	The Transcription Factor Pdr802 Regulates Titan Cell Formation and Pathogenicity of Cryptococcus neoformans.	P15_direct_targets	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34239356	2021	Int J Biol Sci	Xu Q	CircHIPK3 regulates pulmonary fibrosis by facilitating glycolysis in miR-30a-3p/FOXK2-dependent manner.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
34082029	2021	Pharmacol Res	Shetty MG	Histone deacetylase 2 selective inhibitors: A versatile therapeutic strategy as next generation drug target in cancer therapy.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't;Review
34729113	2021	J Cancer	Yang W	MiR-182-5p promotes the Metastasis and Epithelial-mesenchymal Transition in Non-small Cell Lung Cancer by Targeting EPAS1.	P15_direct_targets	Journal Article
33850110	2021	Cell Death Dis	Fu R	HIF-1α promoted vasculogenic mimicry formation in lung adenocarcinoma through NRP1 upregulation in the hypoxic tumor microenvironment.	P15_direct_targets	Journal Article;Research Support, Non-U.S. Gov't
33741023	2021	J Exp Clin Cancer Res	Luan W	Exosomal miR-106b-5p derived from melanoma cell promotes primary melanocytes epithelial-mesenchymal transition through targeting EphA4.	P15_direct_targets	Journal Article
34742256	2021	BMC Nephrol	Geng Z	LncRNA NNT-AS1 regulates proliferation, ECM accumulation and inflammation of human mesangial cells induced by high glucose through miR-214-5p/smad4.	P15_direct_targets	Journal Article
35596703	2022	Mol Carcinog	Jiang X	Functional characterization and clinical significance of super-enhancers in lung adenocarcinoma.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
35958341	2022	Transl Lung Cancer Res	Xie K	BARX2/FOXA1/HK2 axis promotes lung adenocarcinoma progression and energy metabolism reprogramming.	P1_lung_chip_tf	Journal Article
36510562	2022	Int J Cell Biol	Bernal C	Regulatory Role of the RUNX2 Transcription Factor in Lung Cancer Apoptosis.	P1_lung_chip_tf	Journal Article
36291764	2022	Cancers (Basel)	Lee Y	Characterizing and Targeting Genes Regulated by Transcription Factor MYBL2 in Lung Adenocarcinoma Cells.	P1_lung_chip_tf	Journal Article
35604932	2022	PLoS Genet	Manceau L	Divergent transcriptional and transforming properties of PAX3-FOXO1 and PAX7-FOXO1 paralogs.	P1_lung_chip_tf	Journal Article
35848993	2022	Am J Respir Crit Care Med	Kong R	Transcriptional Circuitry of NKX2-1 and SOX1 Defines an Unrecognized Lineage Subtype of Small-Cell Lung Cancer.	P1_lung_chip_tf	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35789143	2022	Cancer Sci	Miyakawa K	ASCL1 regulates super-enhancer-associated miRNAs to define molecular subtypes of small cell lung cancer.	P1_lung_chip_tf	Journal Article
35869499	2022	J Exp Clin Cancer Res	Chen Q	PM2.5 promotes NSCLC carcinogenesis through translationally and transcriptionally activating DLAT-mediated glycolysis reprograming.	P1_lung_chip_tf	Journal Article
35975458	2022	Adv Sci (Weinh)	Madhi H	FOXM1 Inhibition Enhances the Therapeutic Outcome of Lung Cancer Immunotherapy by Modulating PD-L1 Expression and Cell Proliferation.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
36344521	2022	NPJ Syst Biol Appl	Iwata M	Regulome-based characterization of drug activity across the human diseasome.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
35182388	2022	Cell Oncol (Dordr)	Boyero L	PKP1 and MYC create a feedforward loop linking transcription and translation in squamous cell lung cancer.	P1_lung_chip_tf	Journal Article
35188360	2022	Cancer Biol Med	He T	The HDAC inhibitor GCJ-490A suppresses c-Met expression through IKKα and overcomes gefitinib resistance in non-small cell lung cancer.	P1_lung_chip_tf	Journal Article;Research Support, Non-U.S. Gov't
34974065	2022	J Allergy Clin Immunol	Fu L	A mitochondrial STAT3-methionine metabolism axis promotes ILC2-driven allergic lung inflammation.	P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
35486851	2022	Am J Respir Crit Care Med	Chaumette T	Monocyte Signature Associated with Herpes Simplex Virus Reactivation and Neurological Recovery after Brain Injury.	P2_lung_chip_disease	Journal Article;Systematic Review;Research Support, Non-U.S. Gov't
35770638	2022	Sheng Li Xue Bao	Cheng K	[Nuclear respiratory factor 1 mediates LPS-induced acute lung injury through NF-κB].	P2_lung_chip_disease	Journal Article
35833903	2022	Am J Respir Cell Mol Biol	Do-Umehara HC	Suppression of Allergic Asthma by Loss of Function of Miz1-mediated Th1 Skewing.	P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.
34801472	2022	Arch Biochem Biophys	Liu T	Histone methyltransferase SETDB1 inhibits TGF-β-induced epithelial-mesenchymal transition in pulmonary fibrosis by regulating SNAI1 expression and the ferroptosis signaling pathway.	P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
36569483	2022	Toxicol Res (Camb)	Huang J	E2F1 regulates miR-215-5p to aggravate paraquat-induced pulmonary fibrosis via repressing BMPR2 expression.	P2_lung_chip_disease	Journal Article
35993279	2022	Autoimmunity	Qu R	Down-regulation of KLF9 ameliorates LPS-caused acute lung injury and inflammation in mice via reducing GSDMD expression.	P2_lung_chip_disease	Journal Article
36099831	2022	Mol Immunol	Shanmugam G	Involvement of inflammatory cytokines and epigenetic modification of the mtTFA complex in T-helper cells of patients' suffering from non-small cell lung cancer and chronic obstructive pulmonary disease.	P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
35292112	2022	Cell Biosci	Lin YC	TSLP regulates mitochondrial ROS-induced mitophagy via histone modification in human monocytes.	P2_lung_chip_disease	Journal Article
35303175	2022	Cell Biol Toxicol	Lee KY	Lnc-IL7R alleviates PM(2.5)-mediated cellular senescence and apoptosis through EZH2 recruitment in chronic obstructive pulmonary disease.	P2_lung_chip_disease	Journal Article;Research Support, Non-U.S. Gov't
36628218	2022	Am J Transl Res	Wu Q	Long non-coding RNA HOTTIP induces inflammation in asthma by promoting EFNA3 transcription by CCCTC-binding factor.	P2_lung_chip_disease	Journal Article
35280431	2022	Ann Transl Med	Xu R	Chinese herbal component, Praeruptorin E, enhances anti-asthma efficacy and prevents toxicity of aminophylline by targeting the NF-κB/PXR/CYP3A4 pathway.	P2_lung_chip_disease	Journal Article
36622807	2022	Genes Dev	Rothenberg EV	Transcription factors specifically control change.	P3_lung_tf_names	Journal Article;Review;Research Support, Non-U.S. Gov't
35861233	2022	Development	Hagey DW	SOX2 transcription factor binding and function.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
35550030	2022	Elife	Hwang JH	CREB5 reprograms FOXA1 nuclear interactions to promote resistance to androgen receptor-targeting therapies.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34863006	2022	Plant J	Boersma MR	ODORANT1 targets multiple metabolic networks in petunia flowers.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.
35067686	2022	Oncogene	de Wet L	SOX2 mediates metabolic reprogramming of prostate cancer cells.	P3_lung_tf_names	Journal Article
35231585	2022	Methods	Debnath S	Genome-wide investigations on regulatory functions of RECQ1 helicase.	P3_lung_tf_names	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural
35600336	2022	Front Oncol	Gao P	STAT6 Upregulates NRP1 Expression in Endothelial Cells and Promotes Angiogenesis.	P3_lung_tf_names	Journal Article
33840130	2022	Eur J Neurosci	Buurstede JC	Hippocampal glucocorticoid target genes associated with enhancement of memory consolidation.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
35916080	2022	Epigenomics	Wei JY	Circular RNA circTTBK2 facilitates non-small-cell lung cancer malignancy through the miR-873-5p/TEAD1/DERL1 axis.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
35874275	2022	Front Aging	Vidović T	Longevity-Promoting Pathways and Transcription Factors Respond to and Control Extracellular Matrix Dynamics During Aging and Disease.	P3_lung_tf_names	Journal Article;Review
36569748	2022	Front Physiol	Shi K	Integrated bioinformatics analysis of the transcription factor-mediated gene regulatory networks in the formation of spermatogonial stem cells.	P3_lung_tf_names	Journal Article
36206732	2022	Cell Stem Cell	Wang H	Cross-lineage potential of Ascl1 uncovered by comparing diverse reprogramming regulatomes.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
36113481	2022	Mol Cell	Antony C	Control of ribosomal RNA synthesis by hematopoietic transcription factors.	P3_lung_tf_names	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34937609	2022	Oncol Res	Lu F	MYCN Directly Targets NeuroD1 to Promote Cellular Proliferation in Neuroblastoma.	P3_lung_tf_names	Journal Article
34707247	2022	Br J Cancer	Takeda T	A stem cell marker KLF5 regulates CCAT1 via three-dimensional genome structure in colorectal cancer cells.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
34908107	2022	J Biochem	Ogami T	MAB21L4 regulates the TGF-β-induced expression of target genes in epidermal keratinocytes.	P3_lung_tf_names	Journal Article
36589740	2022	Front Cell Dev Biol	Yu W	Transcriptional regulation of Satb1 in mouse trophoblast stem cells.	P3_lung_tf_names	Journal Article
35036869	2022	iScience	Nguyen N	Recruitment of MLL1 complex is essential for SETBP1 to induce myeloid transformation.	P3_lung_tf_names	Journal Article
36147490	2022	Front Genet	Zhang N	Identification of signaling pathways associated with achaete-scute homolog 1 in glioblastomas through ChIP-seq data bioinformatics.	P3_lung_tf_names	Journal Article
35646118	2022	J Oncol	Song C	Diosmetin Affects Gene Expression on Human Lung Adenocarcinoma Cells.	P4_encode_cellline	Journal Article
35507164	2022	Methods Mol Biol	Tan WX	Chromatin Immunoprecipitation in Human Pluripotent Stem Cell-Derived 3D Organoids to Analyze DNA-Protein Interactions.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
34953915	2022	Gastroenterology	Kato H	MNX1-HNF1B Axis Is Indispensable for Intraductal Papillary Mucinous Neoplasm Lineages.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
35895287	2022	Endocrinology	Hewitt SC	The Estrogen Receptor α Cistrome in Human Endometrium and Epithelial Organoids.	P4_encode_cellline	Journal Article;Research Support, N.I.H., Intramural;Research Support, N.I.H., Extramural
34837101	2022	Cancer Immunol Immunother	Lu T	Metformin inhibits human non-small cell lung cancer by regulating AMPK-CEBPB-PDL1 signaling pathway.	P4_encode_cellline	Journal Article
34820010	2022	Oncol Lett	Yang B	DNMT3B regulates proliferation of A549 cells through the microRNA-152-3p/NCAM1 pathway.	P4_encode_cellline	Journal Article
36222132	2022	J Biosci	Zhong D	SMYD3 regulates the abnormal proliferation of non-small-cell lung cancer cells via the H3K4me3/ANO1 axis.	P4_encode_cellline	Journal Article
36000549	2022	Hepatol Commun	Gulati R	β-catenin cancer-enhancing genomic regions axis is involved in the development of fibrolamellar hepatocellular carcinoma.	P4_encode_cellline	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35291909	2022	Bioengineered	Ren H	RAB26 contributes to the progression of non-small cell lung cancer after being transcriptionally activated by SMAD3.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
35993027	2022	Oxid Med Cell Longev	Wang R	GATA3 Exerts Distinct Transcriptional Functions to Regulate Radiation Resistance in A549 and H1299 Cells.	P4_encode_cellline	Journal Article
35406121	2022	Nutrients	Fang XQ	Polygonum cuspidatum Extract (Pc-Ex) Containing Emodin Suppresses Lung Cancer-Induced Cachexia by Suppressing TCF4/TWIST1 Complex-Induced PTHrP Expression.	P4_encode_cellline	Journal Article
35278611	2022	Cancer Lett	Sun Y	Ring finger protein 6 enhances chemo-resistance by transcriptionally activating proliferating cell nuclear antigen expression and attenuating DNA damage in lung adenocarcinoma.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
36042494	2022	Mol Cancer	Mo H	S6K1 amplification confers innate resistance to CDK4/6 inhibitors through activating c-Myc pathway in patients with estrogen receptor-positive breast cancer.	P4_encode_cellline	Journal Article
35761947	2022	Oncol Lett	Jian Y	Origin recognition complex 1 regulates phospholipase Cδ1 to inhibit cell proliferation, migration and epithelial-mesenchymal transition in lung adenocarcinoma.	P4_encode_cellline	Journal Article
35290214	2022	Phys Biol	Oiwa NN	Prediction and comparative analysis of CTCF binding sites based on a first principle approach.	P4_encode_cellline	Journal Article;Research Support, Non-U.S. Gov't
35879310	2022	Nat Commun	Caporarello N	Dysfunctional ERG signaling drives pulmonary vascular aging and persistent fibrosis.	P5_lung_atac_footprint	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
34561242	2022	Cancer Discov	Concepcion CP	Smarca4 Inactivation Promotes Lineage-Specific Transformation and Early Metastatic Features in the Lung.	P5_lung_atac_footprint	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35849803	2022	Arthritis Rheumatol	Papazoglou A	Epigenetic Regulation of Profibrotic Macrophages in Systemic Sclerosis-Associated Interstitial Lung Disease.	P5_lung_atac_footprint	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
35451091	2022	EMBO J	Huang Q	TFAM loss induces nuclear actin assembly upon mDia2 malonylation to promote liver cancer metastasis.	P5_lung_atac_footprint	Journal Article;Research Support, Non-U.S. Gov't
36402751	2022	Cell Death Dis	Wang L	Cell-cell contact-driven EphB1 cis- and trans- signalings regulate cancer stem cells enrichment after chemotherapy.	P5_lung_atac_footprint	Journal Article;Research Support, Non-U.S. Gov't
36112694	2022	Sci Immunol	Dörr D	C/EBPβ regulates lipid metabolism and Pparg isoform 2 expression in alveolar macrophages.	P5_lung_atac_footprint	Journal Article;Research Support, Non-U.S. Gov't
35228897	2022	Mol Ther Nucleic Acids	Seredinski S	DNA topoisomerase inhibition with the HIF inhibitor acriflavine promotes transcription of lncRNAs in endothelial cells.	P5_lung_atac_footprint	Journal Article
35462859	2022	JHEP Rep	Habash NW	Epigenetics of alcohol-related liver diseases.	P6_lung_3d	Journal Article;Review
35530130	2022	Acta Pharm Sin B	Fan Z	The generation of PD-L1 and PD-L2 in cancer cells: From nuclear chromatin reorganization to extracellular presentation.	P6_lung_3d	Journal Article;Review
34669257	2022	Mol Ecol Resour	Hill BM	Lysis-Hi-C as a method to study polymicrobial communities and eDNA.	P6_lung_3d	Journal Article
35982471	2022	J Hematol Oncol	Zhang T	Super-enhancer hijacking LINC01977 promotes malignancy of early-stage lung adenocarcinoma addicted to the canonical TGF-β/SMAD3 pathway.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
35885953	2022	Genes (Basel)	Adeel MM	Chromosomal Translocations Detection in Cancer Cells Using Chromosomal Conformation Capture Data.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
36175932	2022	Genome Med	Washington C 3rd	African-specific alleles modify risk for asthma at the 17q12-q21 locus in African Americans.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural
36140681	2022	Genes (Basel)	Li X	Large Fragment InDels Reshape Genome Structure of Porcine Alveolar Macrophage 3D4/21 Cells.	P6_lung_3d	Journal Article;Research Support, Non-U.S. Gov't
35869121	2022	Sci Rep	Joo J	Genome-wide association study in minority children with asthma implicates DNAH5 in bronchodilator responsiveness.	P6_lung_3d	Journal Article;Meta-Analysis;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't
