pmid	year	journal	type	queries	title
42470472	2026	J Mol Model	Journal Article	Q7_disease_gene_resource	Network toxicology-driven repurposing of metformin for hepatocellular carcinoma: insights from molecular docking and dynamics simulations.
42470003	2026	Medicine (Baltimore)	Journal Article	Q7_disease_gene_resource	Elucidating the mechanism of Buyang Huanwu Decoction in the treatment of ischemic stroke: A network pharmacology and molecular docking study.
42469723	2026	BMC Public Health	Journal Article	Q7_disease_gene_resource	Behavioural and environmental factors associated with the risk of human tick bites in the Grippenet/Covidnet cohort in France.
42468141	2026	Transl Oncol	Journal Article	Q7_disease_gene_resource	Single-cell sequencing reveals an immunotherapy-relevant IFITM1-marked epithelial interferon state in nasopharyngeal carcinoma.
42467777	2026	Sci Adv	Journal Article	Q7_disease_gene_resource	Global warming makes nitrogen oxide abatement key to ozone pollution mitigation.
42465685	2026	MedEdPORTAL	Journal Article	Q7_disease_gene_resource	Medical Child Abuse Module in the Child Abuse Pediatrics Curriculum for Physicians (CAP-CuP).
42465288	2026	bioRxiv	Journal Article;Preprint	Q7_disease_gene_resource	Molecular Origins of pH Gradients in Charge-Regulated Biomolecular Condensates.
42463196	2026	BMJ Open	Journal Article	Q7_disease_gene_resource	Pooled prevalence of maternal continuum of care dropout and associated factors among mothers in 41 low-income and middle-income countries: a multi-country cross-sectional study after the Sustainable Development Goals.
42461784	2026	Int J Environ Health Res	Journal Article	Q7_disease_gene_resource	Determinants of in-home personal exposure to black carbon: the MobiliSense sensor-based study.
42460869	2026	J Chem Phys	Journal Article	Q7_disease_gene_resource	Efficient grand canonical global optimization with on-the-fly-trained machine-learning interatomic potentials.
42460505	2026	Cancer Sci	Journal Article	Q7_disease_gene_resource	Protein Profile of Multiple Myeloma-Derived Extracellular Vesicles for the Discovery of Novel Myeloma-Related Biomarkers.
42459631	2026	Front Psychol	Editorial	Q7_disease_gene_resource	Environmental psychology as the science of context: grand challenges for the next decade.
42458470	2026	BMC Nurs	Journal Article	Q7_disease_gene_resource	The effect of Orem's self-care model on self-esteem and resilience among hospitalized patients with major depressive disorder: a randomized controlled trial.
42457364	2026	J Nurs Meas	Journal Article	Q7_disease_gene_resource	Preliminary Evidence of Internal Structure Validity of the Ease Measure Among Bahamians Exposed to the Trauma Cluster of Hurricane Dorian and COVID-19.
42456044	2026	J Med Internet Res	Journal Article;Systematic Review;Meta-Analysis	Q7_disease_gene_resource	The Relation Between eHealth Literacy and Online Health Information-Seeking Behavior: Systematic Review and Meta-Analysis.
42454995	2026	J Interferon Cytokine Res	Journal Article	Q7_disease_gene_resource	IRF1-Regulated CCL25/CCR9 Promotes Chronic Kidney Disease Progression Through PI3K/AKT-Mediated Oxidative Stress and Inflammatory Response.
42453691	2026	Patterns (N Y)	Journal Article	Q7_disease_gene_resource	EnzymeHunter: Achieving fine-grained enzyme function prediction with a hierarchically aware contrastive learning framework.
42453690	2026	Patterns (N Y)	Journal Article;Review	Q7_disease_gene_resource	Design principles for integrated AI alignment.
42453471	2026	Front Psychol	Editorial	Q7_disease_gene_resource	Integrating levels of explanation: a Grand Challenge for the next decade of cognitive science.
42449584	2026	Cancers (Basel)	Journal Article	Q7_disease_gene_resource	[(18)F]FDG PET/CT Radiomics for Predicting Pathological Risk Subtypes of Thymic Epithelial Tumors: A Bicentric Study.
42448760	2026	Sci Rep	Journal Article	Q7_disease_gene_resource	Structure-aware long-form audio classification and multi-class dataset construction for the intangible cultural heritage dong folk polyphonic singing.
42447223	2026	ACS Appl Mater Interfaces	Journal Article	Q7_disease_gene_resource	Synergistic Decoupling of Distance and Velocity in a Triboelectric Touchless Sensor for Intelligent Identity Recognition.
42443222	2026	Nat Commun	Journal Article	Q7_disease_gene_resource	Local deformation mapping reveals diffusion through microstructures.
42443188	2026	NPJ Syst Biol Appl	Journal Article	Q7_disease_gene_resource	The unreasonable likelihood of being: origin of life, terraforming, and AI.
42442088	2026	Biochem Biophys Res Commun	Journal Article	Q7_disease_gene_resource	Revealing the mechanism of heptamethoxyflavone against diabetic kidney disease: an integrated study combining network pharmacology, molecular docking and experimental validation.
42441028	2026	RSC Adv	Journal Article	Q7_disease_gene_resource	Microscopic evaluation of Li, Cd, and Co removal from aqueous solutions using equisetum and teucrium: statistical thermodynamic modeling.
42440326	2026	Cochrane Database Syst Rev	Journal Article;Systematic Review;Meta-Analysis	Q7_disease_gene_resource	Physical activity for the management of obesity in children up to the age of 9 years.
42439888	2026	ACS Nano	Journal Article	Q7_disease_gene_resource	Electronic Polarization Governs Structure-Transport Coupling of Angstrom-Scale Confined Water.
42439684	2026	Cells	Journal Article	Q7_disease_gene_resource	1,25-Dihydroxyvitamin D Induces a NURR1-Tyrosine Hydroxylase Transcriptional Axis Modulated by Rexinoid/RXR Signaling in Parkinson's Disease-Relevant Human Neural Cell Models.
42438355	2026	Int J STD AIDS	Journal Article	Q7_disease_gene_resource	Improving HIV testing rates in patients with community-acquired pneumonia in a low HIV prevalence region.
42437340	2026	J Biomater Sci Polym Ed	Journal Article;Review	Q7_disease_gene_resource	Gradients in articular cartilage and cartilage tissue engineering.
42437253	2026	Cureus	Journal Article	Q7_disease_gene_resource	Association of Continuation and Maintenance Electroconvulsive Therapy With Relapse and Hospitalization Outcomes: A Retrospective Study of 134 Patients.
42436139	2026	Nat Commun	Journal Article	Q7_disease_gene_resource	Mesoscale ordered assembly of Er(3+)-doped quantum dots enables efficient 1.55 µm electroluminescence.
42433942	2026	Transl Pediatr	Journal Article	Q7_disease_gene_resource	Salidroside alleviates TNF-α-induced endothelial inflammatory injury by modulating NF-κB/NLRP3 inflammasome-related signaling: an integrated network pharmacology and experimental study.
42432027	2026	Sci Data	Journal Article;Dataset	Q7_disease_gene_resource	A Whole-Body PSMA-PET/CT dataset with manually annotated tumor lesions.
42430887	2026	Cancer Treat Res Commun	Journal Article	Q7_disease_gene_resource	Key target genes of miR-625-5p in colorectal cancer: uncovering novel therapeutic targets within regulatory network.
42430622	2026	Phys Rev Lett	Journal Article	Q7_disease_gene_resource	Edge Reconstruction in a Quantum Spin Hall Insulator.
42430485	2026	Sci Adv	Journal Article	Q7_disease_gene_resource	Multifunctional electrochemical memory stabilized by phase coexistence.
42427989	2026	Chem Sci	Journal Article	Q7_disease_gene_resource	DeepMech: a machine learning framework for chemical reaction mechanism prediction.
42424254	2026	PLoS One	Journal Article	Q7_disease_gene_resource	Association of systemic immune-inflammatory index with stress urinary incontinence in U.S. Adults: NHANES 2007-2016.
42423666	2026	J Appl Psychol	Journal Article	Q7_disease_gene_resource	Community weaving to address societal grand challenges: The case of mental health destigmatization.
42421391	2026	Inquiry	Journal Article	Q7_disease_gene_resource	Women's Knowledge of Pelvic Floor Disorders and Its Determinants in the Gurage Zone, Central Ethiopia: A Community-Based Cross-Sectional Study.
42419525	2026	Toxicol In Vitro	Journal Article	Q7_disease_gene_resource	Integrating multi-organ cytokine responses with CTD and AOP-based knowledge to identify disease-relevant hazard signals: A case study of CMIT/MIT.
42418037	2026	Nanomicro Lett	Journal Article	Q7_disease_gene_resource	Engineering In Situ Loose Selective Interface with Conducting Channels for Practical Ah-Level Aqueous Zinc Metal Batteries.
42417892	2026	J Comput Aided Mol Des	Journal Article	Q7_disease_gene_resource	Theoretical study for investigating three experimental dose-response curves of rosy odorants on human olfactory receptor OR2A25 via molecular docking calculations and statistical physics modeling.
42417874	2026	Int Urogynecol J	Journal Article	Q7_disease_gene_resource	Twelve Years of Managing Female Urogenital Fistula in Uganda: Characteristics, Repair Outcomes, and Predictors for Success in a Multicentre Cohort Study.
42416202	2026	J Phys Chem C Nanomater Interfaces	Journal Article	Q7_disease_gene_resource	Rapid Exploration of Mixture Adsorption via Adiabatic Sampling.
42415619	2026	ACS Appl Mater Interfaces	Journal Article	Q7_disease_gene_resource	Activation-Controlled Structural Integrity in A520 MOF Membranes for Efficient CO(2)/N(2) and CO(2)/CH(4) Separation.
42414355	2026	Sci Rep	Journal Article	Q7_disease_gene_resource	Network pharmacology and in silico analysis of Azadirachta indica phytoconstituents reveal potential hepatoprotective targets and mechanisms.
42413842	2026	Dev Comp Immunol	Journal Article	Q7_disease_gene_resource	Structure and function of the coleoptericin gene in the ladybird beetle Serangium japonicum during seasonal development.
42413466	2026	Med Image Anal	Journal Article	Q7_disease_gene_resource	Multi-class segmentation of aortic branches and zones in computed tomography angiography: The AortaSeg24 challenge.
42412111	2026	Arch Orthop Trauma Surg	Journal Article	Q7_disease_gene_resource	The grand piano ratio: an adjunctive intraoperative screening tool for detecting excessive femoral component external rotation in total knee arthroplasty.
42407356	2026	Accid Anal Prev	Journal Article	Q7_disease_gene_resource	The grand rapids dip could it be real?
42405682	2026	Chem Commun (Camb)	Journal Article;Review	Q7_disease_gene_resource	Beyond the vacuum: modeling the solid-liquid interface for gas-involving electrocatalysis.
42405402	2026	Curr Pharm Des	Journal Article	Q7_disease_gene_resource	The Mechanism of Huaiqihuang in the Treatment of Nephrotic Syndrome: An Integrated Study Based on Network Pharmacology, Molecular Docking, Molecular Dynamics Simulation, and Experimental Validation.
42403123	2026	J Coll Physicians Surg Pak	Journal Article	Q7_disease_gene_resource	Effectiveness of Foley Catheter Thermal Balloon Endometrial Ablation for the Treatment of Heavy Menstrual Bleeding.
42398222	2026	Int Orthod	Journal Article;Review	Q7_disease_gene_resource	The accuracy of artificial intelligence in identifying cephalometric landmarks: A scoping review.
42396322	2026	medRxiv	Journal Article;Preprint	Q7_disease_gene_resource	Disentangling adiposity-related and non-adiposity-related genetic pathways for type 2 diabetes.
42394437	2026	Langmuir	Journal Article	Q7_disease_gene_resource	Controlled Secondary Growth of CAU-1-NH(2) Membranes with Improved CO(2) Separation Performance.
42393139	2026	Sci Rep	Journal Article	Q7_disease_gene_resource	In silico exploration of potential associations between aspartame and cardiometabolic disease networks: a network toxicology study.
42392804	2026	Zhongguo Zhong Yao Za Zhi	English Abstract;Journal Article	Q7_disease_gene_resource	[Cloning of cytochrome P450 reductase genes from Carthamus tinctorius and comparison of electron donation activity].
42392743	2026	Zhongguo Zhong Yao Za Zhi	English Abstract;Journal Article	Q7_disease_gene_resource	[Integrating network pharmacology and transcriptomics to reveal mechanism of loganin in ameliorating isoprenaline-induced myocardial injury].
42391242	2026	Environ Sci Technol	Journal Article	Q7_disease_gene_resource	Generalizable and Transferable Machine Learning Enables Accelerated Metal-Organic Framework Discovery in Gas Separations.
42389142	2026	SSM Popul Health	Journal Article	Q7_disease_gene_resource	Authority endorsements backfire and social norms fail to increase vaccination intent in post-COVID Kazakhstan.
42386738	2026	Nat Commun	Journal Article	Q7_disease_gene_resource	Tectonically driven integration of the 4.8 Ma Colorado River USA tracked with detrital sanidine and fish genetics.
42384596	2026	J Am Chem Soc	Journal Article	Q7_disease_gene_resource	Size-Selective CO(2) Activation at Rhodium Cluster Anions.
42383187	2026	Eur Urol Open Sci	Journal Article	Q7_disease_gene_resource	Evolving Trends and Perioperative Outcomes of Surgical Treatment for Male Stress Urinary Incontinence: Results from the GRAND Study Register.
42381622	2026	Nat Prod Res	Journal Article;Review	Q7_disease_gene_resource	Pongamol as a multitarget neuroprotective candidate: an integrative analysis of in silico predictions and biological evidence.
42381301	2026	Urol Res Pract	Journal Article	Q7_disease_gene_resource	The Role of Urodynamic Studies in Female Patients with Non-Neurogenic Lower Urinary Tract Dysfunction: A Retrospective Analysis.
42379535	2026	J Ethnopharmacol	Journal Article	Q7_disease_gene_resource	Elucidating the therapeutic mechanism of Gomisin G from Guomin Gecoction for psoriasis treatment through targeting the PI3K-AKT/JAK3-STAT3 pathway.
42375531	2026	iScience	Journal Article	Q7_disease_gene_resource	Ancient DNA analyses of remains of the Medici family (16(th) century) provide insights into the genetic variation of Plasmodium falciparum.
42372809	2026	J Ethnopharmacol	Journal Article	Q7_disease_gene_resource	Integrating machine learning and pharmacology reveals NF-κB-mediated inflammatory regulation by Shuanghuanglian injection in acute lung injury.
42372684	2026	Biosens Bioelectron	Journal Article	Q7_disease_gene_resource	Integrated smartphone-sensing and remediation platform empowered by hole-confinement-triggered Fe-Cu diatomic nanozymes for precise management of tetracyclines.
42372443	2026	J Environ Manage	Journal Article	Q7_disease_gene_resource	An ensemble SPARROW framework for assessing phosphorus export risk and supporting adaptive management in the northern Lake Erie basin.
42371798	2026	Blood	Journal Article	Q7_disease_gene_resource	NSD2 Degradation Remediates the Oncogenic Cistrome in t(4;14) Multiple Myeloma.
42371490	2026	J Pain Res	Journal Article	Q7_disease_gene_resource	Risk Factors and Nomogram for Postpartum Myofascial Pelvic Pain: A Prospective Cohort Study.
42367177	2026	Langmuir	Journal Article	Q7_disease_gene_resource	Functionalized UNT-14 Metal-Organic Frameworks for Enhanced CO2 Adsorption and Separation: Insights from Monte Carlo Simulations and Density Functional Theory.
42366937	2026	J Am Chem Soc	Journal Article	Q7_disease_gene_resource	Lattice Nitrogen-Mediated Amination via an N(2)-Rechargeable Cycle over the Co-Mo Nitride.
42365802	2026	J Therm Biol	Journal Article	Q7_disease_gene_resource	Maternal and developmental temperature modulate adult response to temperature in Drosophila melanogaster.
42365570	2026	Sports Med Open	Journal Article	Q7_disease_gene_resource	Co-Creating an Intervention to Prevent Injuries in Police Force Recruits: A Concept Mapping Study of Police Force Recruits, Police Force Staff, Health Professionals, and Research Experts.
42365565	2026	Mol Divers	Journal Article	Q7_disease_gene_resource	Assessing the impact of polycyclic aromatic hydrocarbon exposure on liver cancer using network toxicology and molecular docking.
42364052	2026	Biol Trace Elem Res	Journal Article	Q7_disease_gene_resource	Combined Effects and Potential Mechanisms of Multiple Metals Exposure on Coronary Artery Disease in the US Population: An Integrated Epidemiological and Network Toxicology Study.
42362520	2026	Transl Psychiatry	Journal Article	Q7_disease_gene_resource	Multi-ancestry multi-trait analysis reveals shared genetics across major psychiatric disorders and Alzheimer's disease.
42362476	2026	ACS Appl Mater Interfaces	Journal Article;Review	Q7_disease_gene_resource	The Flexible Sound Source.
42361668	2026	Ecotoxicol Environ Saf	Journal Article	Q7_disease_gene_resource	The role of acrylamide exposure in prostate cancer progression: An integrated analysis based on network toxicology and experimental validation.
42360844	2026	Eur Heart J	Journal Article	Q7_disease_gene_resource	Cardiovascular Grand Challenge: a new funding initiative by the British Heart Foundation.
42360824	2026	Plant Dis	Journal Article	Q7_disease_gene_resource	Cultivars of Short-Season Cucurbit Vegetable Crops (Yellow Squash and Zucchini) Exhibit Variable Tolerance to Whitefly-Associated Silverleaf Disorder and Whitefly-transmitted Viruses in the Southeastern United States.
42360066	2026	J Am Chem Soc	Journal Article	Q7_disease_gene_resource	Surface Functionalities, Speciation, and Strength of Brønsted Acid Sites from a (31)P-(109)Ag NMR Tag.
42357865	2026	J Am Chem Soc	Journal Article	Q7_disease_gene_resource	Pure Carbon Triggers Nitrogen Reduction: The Critical Role of Spin Electrons Induced at sp(3)/sp(2) Carbon Interfaces.
42357506	2026	Molecules	Journal Article	Q7_disease_gene_resource	Molecular Modeling of Weakly Caking Coal and the CO(2) Inhibition Mechanism of Coal-Oxygen Complexation.
42355903	2026	J Clin Med	Journal Article	Q7_disease_gene_resource	Cervical Dystonia with Classic Sensory Tricks and Forcible Sensory Trick Showed Different Functional Connectivity Alterations: A Functional Near-Infrared Spectroscopy Study.
42355860	2026	J Clin Med	Journal Article	Q7_disease_gene_resource	Oral Cancer Numerical Index (OCNI): Development and Validation of a Cytology-Based Risk Assessment for Oral Lesions.
42355304	2026	Insects	Journal Article	Q7_disease_gene_resource	Diurnal Activity Patterns of Elaeidobius Pollinators on Oil Palm Female Inflorescences in Côte d'Ivoire.
42352345	2026	Biomolecules	Journal Article	Q7_disease_gene_resource	TF-GateNet: An Interpretable and Biologically Guided Framework for Primary-Metastatic State Prediction from Somatic Genomic Alterations.
42352094	2026	Entropy (Basel)	Journal Article	Q7_disease_gene_resource	Ontic and Epistemic States in the Theory of Spacetime-Local Beables.
42351157	2026	Cancer Cell Int	Journal Article	Q7_disease_gene_resource	Combining Mendelian randomization and multiomics data to determine the causal relationship between systemic inflammation and head and neck squamous cell carcinoma.
42349268	2026	Eur Neuropsychopharmacol	Journal Article	Q7_disease_gene_resource	Genomic relationship between polyendocrine metabolic ovarian syndrome and bipolar disorder.
42348874	2026	Annu Rev Vis Sci	Journal Article;Review	Q7_disease_gene_resource	Approaching Visual Perception with Spatiotemporally Patterned Optogenetic Stimulation.
42347940	2026	World J Urol	Journal Article	Q7_disease_gene_resource	Hospital caseload thresholds for improved perioperative outcomes during transurethral resection or enucleation of the prostate: results from the GRAND study.
42345537	2026	J Biochem Mol Toxicol	Journal Article	Q7_disease_gene_resource	Vitexin Ameliorates HG-Induced Injury in Retinal ARPE-19 Cells by Targeting CASP3.
42343389	2026	Reprod Health	Journal Article	Q7_disease_gene_resource	Burden and determinants of stillbirth in a Nigerian Tertiary health facility: a five-year retrospective cohort analysis.
42340812	2026	Astrobiology	Journal Article	Q7_disease_gene_resource	The Impact of the Viking Entry, Descent, and Landing Legacy on Future Mars Exploration.
42339502	2026	Front Oral Health	Journal Article	Q7_disease_gene_resource	Revisiting the grand challenges in oral cancers: advances in biomarkers and treatment strategies.
42335401	2026	Langmuir	Journal Article	Q7_disease_gene_resource	Hysteresis Phenomenon Coupled with Capillary Phase Transition of N(2)/CH(4) Binary Mixtures in Cylindrical Nanopores.
42334505	2026	Mol Divers	Journal Article	Q7_disease_gene_resource	Multi-omics investigation of per- and polyfluoroalkyl substances in lung adenocarcinoma: comprehensive network toxicology, machine learning and molecular docking experiments.
42334077	2026	Langmuir	Journal Article	Q7_disease_gene_resource	Adsorption-Induced Pore Volume Deformation: Implications for Excess Adsorption in Kerogen Matrices.
42332356	2026	Zhejiang Da Xue Xue Bao Yi Xue Ban	English Abstract;Journal Article	Q7_disease_gene_resource	[Network pharmacology-based investigation of the therapeutic efficacy and molecular targets of Xiangsha Liujunzi decoction in thyroid carcinoma].
42329016	2026	Sarcoidosis Vasc Diffuse Lung Dis	Journal Article	Q7_disease_gene_resource	Unveiling novel susceptibility genes for sarcoidosis by a cross-tissue transcriptome-wide association study.
42327749	2026	Front Immunol	Journal Article	Q7_disease_gene_resource	Integrative analysis of hub genes for recurrent pregnancy loss with antiphospholipid syndrome: integrated bioinformatics analysis, machine learning and experimental validation.
42325783	2026	Am J Transl Res	Journal Article	Q7_disease_gene_resource	Molecular mechanisms of Buyang Huanwu Decoction in improving Diabetic kidney disease based on network pharmacology and experimental validation.
42325407	2026	J Equine Sci	Journal Article	Q7_disease_gene_resource	Sport predispositions in warmblood horses: insights from Grand Prix competitions.
42325020	2026	Histol Histopathol	Journal Article	Q7_disease_gene_resource	Transcription factor TFAP2A upregulates CDC6 to mediate glycolysis and promote stemness in lung adenocarcinoma cells.
42322525	2026	Monash Bioeth Rev	Journal Article	Q7_disease_gene_resource	Clinical ethical issues in paediatric practice: exploring the awareness and opinions of paediatricians in order to grow paediatric clinical ethics services in a Malaysian teaching hospital.
42322381	2026	Bioresour Bioprocess	Journal Article	Q7_disease_gene_resource	Unveiling the therapeutic potential of gut microbiota metabolites for the treatment of renal fibrosis based on network pharmacology study.
42320731	2026	Prog Biophys Mol Biol	Journal Article;Review	Q7_disease_gene_resource	Photonics-integrated and AI-enhanced medical sensing: From molecular diagnostics to real-time cell therapy monitoring.
42320133	2026	J Colloid Interface Sci	Journal Article	Q7_disease_gene_resource	Steering moderated intermediate adsorption and lattice oxygen activation via Ce and B co-doped CuCo catalysts for efficient dual-pathway oxygen evolution and Zn-air batteries.
42319523	2026	Funct Integr Genomics	Journal Article	Q7_disease_gene_resource	Deciphering the potential molecular network underlying nicotine- and its metabolite cotinine-induced myocardial infarction via network toxicology, molecular dynamics, and in vitro experimental validation.
42318755	2026	J Am Chem Soc	Journal Article	Q7_disease_gene_resource	Automated High-Throughput Virtual Screening of Catalysts via Templated Organic Reaction Pathway Construction: A Case Study on Suzuki-Miyaura Coupling Reaction.
42318607	2026	Biomed Res Int	Journal Article	Q7_disease_gene_resource	Geospatial Variation and Determinants of Time to Pregnancy Loss Among Reproductive-Aged Women in East Africa: Bayesian Spatial Frailty Model.
42316616	2026	Phys Rev E	Journal Article	Q7_disease_gene_resource	Rhythm as an ordered phase of sound: How musical meter emerges in a statistical mechanical model.
42544761	2026	Am J Respir Cell Mol Biol	Journal Article	Q8_ipf_tf	Metabolic Control of Alveolar Epithelial Regeneration: Implications for Lung Repair and Pulmonary Fibrosis.
42523419	2026	bioRxiv	Journal Article;Preprint	Q8_ipf_tf	Alveolar Epithelial Cell Loss of the Mitochondrial Regulator TFAM Drives Progressive Lung Fibrosis.
42475992	2026	Respir Investig	Journal Article;Review	Q8_ipf_tf	Krueppel-like factors transcriptionally regulate idiopathic pulmonary fibrosis.
42327275	2026	bioRxiv	Journal Article;Preprint	Q8_ipf_tf	Epigenetic de-repression of basal cell metaplasia in aging AT2 cells is a risk factor for idiopathic pulmonary fibrosis (IPF).
42252704	2026	Clin Respir J	Journal Article	Q8_ipf_tf	Basal Cells Contribute to Pulmonary Fibrosis via SP1-Mediated Senescence-Associated Secretory Phenotype.
42230731	2026	Sci Rep	Journal Article	Q8_ipf_tf	Inhibition of runt related transcription factor 1 with Ro24-7429 improves lung function in experimental models of idiopathic pulmonary fibrosis.
42141093	2026	Cell Mol Life Sci	Journal Article	Q8_ipf_tf	C/EBPγ interacts with C/EBPα and activates the β-catenin pathway in idiopathic pulmonary fibrosis.
42090905	2026	Int Immunopharmacol	Journal Article	Q8_ipf_tf	Targeting the RNA acetyltransferase NAT10 attenuates pulmonary fibrosis via the ac4C-mediated regulation of the C/EBPβ-ITGA11 axis.
42079079	2026	bioRxiv	Journal Article;Preprint	Q8_ipf_tf	Cellular senescence dysregulates antiviral interferon responses in idiopathic pulmonary fibrosis.
42062474	2026	Acta Pharmacol Sin	Journal Article	Q8_ipf_tf	Deficient chaperone-mediated autophagy drives multiorgan fibrogenesis via SMAD2/4 stabilization to sustain TGFβ-SMAD signaling.
42001075	2026	J Transl Med	Journal Article	Q8_ipf_tf	Integrated transcriptomic and metabolomic profiling reveals immune-metabolic crosstalk and predictive biomarkers of ligustrazine treatment response in idiopathic pulmonary fibrosis.
41898590	2026	Int J Mol Sci	Journal Article	Q8_ipf_tf	ARPC2 Promotes Pulmonary Fibrosis by Regulating MRTFA Activity Independent of the Canonical ARP2/3 Complex.
41800249	2026	Int J Biol Sci	Journal Article	Q8_ipf_tf	PTPN1 Regulation via YBX1-PTBP1 Interaction Promotes Fibroblast Activation and Fibrotic Remodeling in the Lung.
41729975	2026	PLoS One	Journal Article	Q8_ipf_tf	Integrated bioinformatics-based identification of proliferative diabetic retinopathy and idiopathic pulmonary fibrosis: Focus on fibrosis and immune infiltration.
41674175	2026	Iran J Allergy Asthma Immunol	Journal Article	Q8_ipf_tf	Molecular Mechanisms of Pulmonary Fibrosis: The Interaction of Epithelial-mesenchymal Transition and AMPK Pathways in a Bleomycin-induced Model.
41587695	2026	Toxicol Appl Pharmacol	Journal Article	Q8_ipf_tf	Transcription factor TFAP2A drives EMT progress by activating BDKRB1 transcription: The potential mechanism by which TFAP2A promotes idiopathic pulmonary fibrosis.
41576947	2026	Cell Genom	Journal Article	Q8_ipf_tf	Spatial transcriptomics reveals altered communities and drivers of aberrant epithelia and pro-fibrotic fibroblasts in interstitial lung diseases.
41572801	2026	Int J Stem Cells	Journal Article	Q8_ipf_tf	Exosomes from Human Embryonic Stem Cell-Derived Mesenchymal Stem Cells Protect Lung Epithelium and Attenuate Fibrosis.
41564968	2026	Pulm Pharmacol Ther	Journal Article	Q8_ipf_tf	Targeting ELK-1 transcription factor and mechanosensitive MDM4 receptor using an HCN channel blocker alleviates lung fibrosis.
41552925	2026	Clin Sci (Lond)	Journal Article;Research Support, Non-U.S. Gov't	Q8_ipf_tf	Loss of ATF3 exacerbates pulmonary fibrosis via enhanced neutrophil recruitment and profibrotic macrophage polarization.
41481275	2026	Am J Physiol Lung Cell Mol Physiol	Journal Article	Q8_ipf_tf	PLK1 inhibition by volasertib suppresses key transcriptional regulators underlying fibroblast activation and pulmonary fibrosis.
41380895	2026	Int J Biol Macromol	Journal Article	Q8_ipf_tf	Targeting aldose reductase in pulmonary fibrosis: Blocking de novo fatty acid synthesis halts pro-fibrotic M2 polarization.
41314453	2026	Eur J Pharmacol	Journal Article	Q8_ipf_tf	Empagliflozin alleviates iron accumulation and ferroptosis to mitigate bleomycin-induced pulmonary fibrosis through TFEB-mediated regulation of ACSL4 and GPX4.
40845949	2026	J Nutr Biochem	Journal Article	Q8_ipf_tf	Resveratrol improves idiopathic pulmonary fibrosis by targeting IKZF3.
42548510	2026	Front Immunol	Journal Article;Review	Q9_copd_asthma_tf	Integrated airway epithelial signaling networks linking allergen-driven inflammation to airway remodeling in asthma.
42476828	2026	Korean J Physiol Pharmacol	Journal Article	Q9_copd_asthma_tf	Jiajian Xiefei Tang alleviates asthma airway inflammation by regulating the STAT3/IL-17 signaling pathway through its effective component licochalcone A.
42351012	2026	BMC Pulm Med	Journal Article	Q9_copd_asthma_tf	Candida-associated immune and metabolic rewiring in chronic obstructive pulmonary disease.
42133797	2026	Can Respir J	Journal Article	Q9_copd_asthma_tf	Multiomics Approach Identifies Novel Genetic Determinants and Therapeutic Targets for Asthma.
42041586	2026	Cells	Journal Article;Review	Q9_copd_asthma_tf	Microphthalmia/Transcription Factor E (MiT/TFE) Pathways in Pulmonary Diseases: Current Evidence and Emerging Mechanisms.
41970276	2026	J Asthma Allergy	Journal Article	Q9_copd_asthma_tf	Integrated Bioinformatics and Experimental Validation of Inflammatory Cytokine-Related Hub Genes in Pediatric Asthma.
41710897	2026	Front Immunol	Journal Article	Q9_copd_asthma_tf	Genetic susceptibility to PM(2.5) exposure and transcriptional responses in pediatric asthma: insights from single-cell transcriptomics.
41708397	2026	Allergol Int	Journal Article	Q9_copd_asthma_tf	Early growth response 2 as a target of IL-13/STAT6 signaling induces the goblet cell metaplasia of allergic airway epithelia.
41692973	2026	Autophagy	Journal Article;Review	Q9_copd_asthma_tf	Ferritinophagy and organ injury.
42524104	2026	Exp Ther Med	Journal Article;Review	Q10_lung_cancer_tf_network	Ubiquitin-driven regulation of immune checkpoints in lung cancer: Mechanisms and therapeutic implications (Review).
42500691	2026	Turk J Biol	Journal Article	Q10_lung_cancer_tf_network	Context-dependent regulation of SIX1 by ETS1 within EMT-associated transcriptional networks.
42414524	2026	Sci Rep	Journal Article	Q10_lung_cancer_tf_network	Metformin-restricted motility of an NRF2-activated lung cancer cell line involves NAD+ depletion, rather than AMPK- or BACH1 signaling.
42338005	2026	Int J Cancer	Journal Article	Q10_lung_cancer_tf_network	A Serum lncRNA Signature Determines Oncogenic YAP Activity in Cancer Patients.
42211052	2026	Genes Dis	Journal Article;Review	Q10_lung_cancer_tf_network	Pan-cancer analysis and mechanistic insights of tuft cell-like tumors.
42178389	2026	Oncogene	Journal Article	Q10_lung_cancer_tf_network	Liver-specific SIRT1 knockout-induced hyperglycemia promotes spontaneous lung adenocarcinomas through HSF1-MDM2.
42112349	2026	Front Immunol	Journal Article	Q10_lung_cancer_tf_network	Pan-cancer analysis of OSR2 with a focus on underlying mechanisms and therapeutic implications in lung adenocarcinoma.
41999808	2026	Int J Biol Macromol	Journal Article	Q10_lung_cancer_tf_network	Targeting CDK1 suppresses non-small cell lung cancer progression by regulating the β-catenin/MEK-ERK signaling pathway.
41860961	2026	Proc Natl Acad Sci U S A	Journal Article	Q10_lung_cancer_tf_network	Synthetic lethality between RB-loss and E2F3 inhibition in small cell cancers targeted by pyrimidine synthesis blockade.
41793675	2026	Asian Pac J Cancer Prev	Journal Article	Q10_lung_cancer_tf_network	Dysregulated TMPO-AS1/let-7b-5p/PLK1/E2F1 Axis Associated with Poor Prognosis in Lung Adenocarcinoma.
